"Customer Login","ログイン"
"Back to Shopping Cart","ショッピングカートに戻る"
"Back to Shipping Information","配送方法の選択に戻る"
"Shipping is not applicable.","送付は可能ではありません"
"Review page in Checkout","チェックアウトのレビューページ"
"Address %1 <span>of %2</span>","住所 %1 <span>の %2</span>"
"Continue to Billing Information","請求先ご住所と決済へ"
"Back to Select Addresses","住所選択に戻る"
"Message has been rejected: %1","メッセージは拒否されました: %1"
"Enter your email address","登録EMailアドレスを入力"
"Make Check payable to:","小切手支払を可能にする:"
"Make Check payable to: %1","小切手の振出先を指定: %1"
"Make Check payable to","小切手支払を可能にする"
"# of Items vs. Destination","商品点数とお届け先"
"Order Subtotal (and above)","注文小計"
"# of Items (and above)","件の商品 (とそれ以上)"
"Unable to import data","データをインポートできません"
"Duplicate Row #%1 (duplicates row #%2)","重複行#%1（重複行#%2）"
"For matching items only","一致する商品のみ"
"Unable to upload image.","画像をアップロードできません。"
"Template was successfully saved.","テンプレートは正常に保存されました。"
"Invalid IFRAME source provided","提供されたIFRAMEソースが無効"
"Export VCL for Varnish %1","Varnish用VCLエクスポート%1"
"Invalid Credit Card Number","不正なクレジットカード番号"
"Authorization is not allowed.","オーソリアクションは許可されていません。"
"We prefer PayPal (150 X 60)","PayPal希望 (150 X 60)"
"We prefer PayPal (150 X 40)","PayPal希望 (150 X 40)"
"Now accepting PayPal (150 X 60)","PayPal使えます (150 X 60)"
"Now accepting PayPal (150 X 40)","PayPal使えます (150 X 40)"
"Payments by PayPal (150 X 60)","PayPalでの支払 (150 X 60)"
"Payments by PayPal (150 X 40)","PayPalでの支払 (150 X 40)"
"Shop now using (150 X 60)","この店で使用可能 (150 X 60)"
"Shop now using (150 X 40)","この店で使用可能 (150 X 40)"
"For Virtual Quotes Only","仮想見積もりのみ"
"The authorized amount is %1.","認証された額は%1です。"
"Reversal of an adjustment.","調整費の破棄"
"Reimbursement for a chargeback.","入金取り消しのための返金"
"Settlement of a chargeback.","入金取り消しの決済"
"Address Verification System Response","住所確認システムレスポンス"
"Buyer's Tax ID Type","購入者のTaxIDタイプ"
"No Details matched. International","合致する詳細なし。 海外郵送"
"N/A. Global Unavailable","N/A. 海外配送なし"
"N/A. International Unavailable","N/A. 海外配送なし"
"N/A. Not processed","N/A. 未処理"
"N/A. No response","N/A. 反応なし"
"Transaction has been declined","トランザクションは却下されました"
"PayPal Reference ID Type","PayPalリファレンスIDタイプ"
"Fee Debit or Credit","デビットかクレジット料金"
"Balance Manager Account Bonus","残高マネージャーアカウントボーナス"
"Debit Card Cash Back","デビットカードキャッシュバック"
"EFT Funding (German banking)","EFTファンディング (ドイツ)"
"Fee: Foreign ACH Withdrawal","料金: 海外ACH引き落とし"
"Fee: Mass Pay Request","料金: 総合支払リクエスト"
"Fee: WorldLink Check Withdrawal","料金: ワールドリンクチェック引き落とし"
"Hold for Dispute Investigation","異議申し立て調査のために保留"
"PayPal Buyer Warranty Bonus","PayPal購入者保証ボーナス"
"Reversal of Points Usage","ポイント使用の破棄"
"Save for later use.","後で使用するために保存してください。"
"Back to Billing Agreements","""Billing Agreements""に戻る"
"Your billing agreement # is: ","あなたの""Billing agreement""番号は: "
"Buy now with PayPal","PayPalで購入しましょう"
"YouTube and Vimeo supported.","YouTubeとビデオはサポートされます"
"The cart isn't active.","カートがアクティブでない"
"Country is not available","国名が表示されない"
"Unsupported cart address type","サポートされていないカートアドレスのタイプ"
"Item qty declaration error","商品量宣言エラー"
"Minimum order amount is %1","最低注文額は %1"
"Invalid customer address id %1","カスタマーアドレスIDが無効です %1"
"Invalid state change requested","無効なステート変更がリクエストされました"
"Failed address validation:\n%1","アドレスの検証に失敗しました:￤n%1"
"Password Reset Confirmation for %1","%1 のパスワード再設定確認"
"Driver ""%1"" does not exist","ドライバ ""%1"" が存在しません。"
"Customers by Orders Total","カスタマーごとの購入合計"
"Products Most Viewed Report","最も閲覧されている商品レポート"
"You refreshed lifetime statistics.","統計レポートを再集計しました。"
"Promotion Coupons Usage Report","クーポン使用レポート"
"Most Viewed Products Report","最も閲覧されている商品レポート"
"Number of Wish Lists: %1","ほしい物リスト登録数: %1"
"Edit Review '%1'","編集レビュー'%1'"
"Pending Reviews of Customer `%1`","レビューが保留のカスタマー `%1`"
"All Reviews of Customer `%1`","カスタマーのすべてのレビュー `%1`"
"All Reviews of Product `%1`","商品のすべてのレビュー `%1`"
"Pending product review(s)","保留中の商品レビュー"
"Summary of review: %1 <br/>","レビューのまとめ: %1 <br/>"
"Please select review(s).","レビューを選択してください。"
"You saved the review.","レビューデータが更新されました。"
"You deleted the rating.","商品レビュー評価が削除されました"
"You saved the rating.","商品レビュー評価が保存されました"
"Please enter a nickname.","ニックネームを入力してください。"
"Please enter a review.","レビューを入力してください。"
"Back to My Reviews","レビューに戻る"
"Write Your Own Review","商品レビューを投稿する"
"Product Review (submitted on %1):","商品レビュー (投稿日 %1):"
"Back to Product Reviews","商品レビューに戻る"
"Please specify Customer Groups.","カスタマーグループを指定してください。"
"equals or greater than","等しいかそれより大きい"
"equals or less than","等しいかそれより小さい"
"is not one of","のひとつではない"
"Dash Every X Characters","X文字ごとにハイフンを入れる"
"If empty no separation.","空白の場合は分割しない"
"Store View Specific Labels","""Store View""固有のラベル"
"%1 - Discounts and Coupons","%1 - ディスカウントとクーポン"
"New Cart Price Rule","クーポン価格ルールの新規登録"
"Rule is not defined","クーポンが未定義です"
"Your coupons are ready","クーポンの準備"
"Row total in cart","カートの中の行数"
"Some coupons are invalid.","幾つかのクーポンは無効です。"
"Please select a customer","カスタマーを選択してください"
